,Titulo de tesis,resumen,palabras clave,mencion
192,Experiencia en el Desarrollo de Sistemas de Bases de Datos DistribuidasHomogéneas Basados en la Web Caso de Estudio: Agencias Nacionales deEmpleo  Venezuela,En este trabajo se presenta el análisis y desarrollo de un sistema de basede datos homogénea distribuida basado en la Web El objetivo es eldesarrollo de una aplicación web conformada por una base de datosdistribuida e interfaces de usuario en HTML generadas dinámicamente  parasu utilización en el Sistema Nacional de Agencias de Empleo Modelo ubicadasgeográficamente en diversas regiones del país El producto de estainvestigación sirve como apoyo para el desarrollo de un sistemas de basesde datos distribuidas En particular  la aplicación se utilizó paraimplantar una experiencia demostrativa del nuevo sistema de atención a lapoblación desempleada del Ministerio del Trabajo denominado Sistema deInformación Referencial (SIR)  el cual permite ofrecerles información yservicios para facilitar su reinserción en el mercado de trabajo Elproceso de desarrollo utilizado se basa en el proceso de Ingeniería deSoftware Orientado a Objetos de Jacobson (OOSE)  apoyado en el LenguajeUnificado de Modelado (UML) para visualizar y especificar cada uno de losmodelos que se generan en las diferentes etapas del desarrollo del sistemaEn la construcción del sistema se combinan aspectos teóricos de SistemasDistribuidos  Bases de Datos Distribuidas y Aplicaciones Web En su¡mptementación se utilizó el lenguaje Java (Java Servlets) para lageneración de páginas web dinámicas desde el servidor  HTML y Hojas deEstilo en Cascada (CSS  Cascade Style Sheet) para las interfaces deusuario  JavaScript para la validación de los datos y para mejorar lainteracción sistemausuario  y el sistema manejador de bases de datosORACLE8 para la creación y distribución de la base de datos,,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
193,Automatización del proceso de inscripción y control de notas de la cátedrade fisiología de la facultad de medicina de la universidad central deVenezuela,El problema de investigación propuesto es ¿Cuál es la aplicación quemejore y automatice el proceso de inscripción  control de notas y controlde asistencias del grupo de estudiantes de la Cátedra de Fisiología de bFacultad de Medicina de la Universidad Central de Venezuela?  Como solucióntenemos que se logra desarrollar una aplicación que automatiza el conjuntode actividades que constituyen los procesos de inscripción  control denotas y asistencias  caso especiales  control de datos personales del grupode estudiantes de la Cátedra de Fisiología de la Facultad de Medicina de laUniversidad Central de Venezuela Se utiliza la metodología deinvestigación descriptiva para el desarrollo de la misma y se utilizan lastécnicas IDEFO  Reingeniería de Procesos de Harbour  Modelado por Eventos yEntidad/Relación Se obtiene un método de trabajo con el cual se logranelevados niveles de eficacia y eficiencia en el diserto de aplicaciones Latécnica Definición de Integración para Modelación de Funciones IDEFO proporciona un medio para modelar completamente y consistentemente lasfunciones requeridas por una empresa y las relaciones funcionales y datosque soportan la integración de éstas funciones Con la identificación deProcesos y la aplicación de la Reingeniería de Procesos de Harbour  sepermite identificar y mejorar cualquier actividad o grupo de actividadesque pueden ser sometidas a técnicas de mejoramiento Con la Técnica deModelaje por Eventos  se permite representar en forma gráfica la dinámicadel trabajo que se lleva a cabo en un proceso y con el ModeloEntidad/Relación  se puede analizar  concebir y representar la estructuralógica de una base de datos Se logra identificar con éxito los procesosexistentes en la Cátedra con respecto a la manipulación de la informaciónSe logra el mejoramiento de dichos procesos basado en un análisis de lasactividades identificadas y al aplicar la técnica de reingeniería deprocesos obteniendo asi el refinamiento deseado para los procesos Se lograidentificar con éxito identificar las entidades de datos que se necesitanpara el manejo eficaz de la información Los resultados logrados sonsatisfactorios  ya que pudo lograrse una mejoría total en la eficiencia delos procesos al automatizar las actividades de la Cátedra  permitiendomanipular información relevante de la misma  su almacenamiento recuperación y comunicación al usuario La Aplicación agiliza talesprocesos obteniéndose un manejo racional  efectivo y eficaz de lainformación,Aplicación  Proceso de Inscripción  Control de Notas  Control deAsistencias,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
194,PROTOTIPO DE SISTEMA BASADO EN AGENTES INTELIGENTES PARA LA IDENTIFICACIÓNDE ESPECIES DEL GÉNERO PANICUM  FAMILIA DE LAS GRAMÍNEAS,En Venezuela  existen instituciones dedicadas a la promoción  fomento ydesarrollo de la investigación  educación e información botánica  entreellas: La Fundación Instituto Botánico de Venezuela (FIBV)  pilarfundamental del trabajo de investigación que realizan los docentes investigadores y estudiantes de botánica en nuestro país Es por ello  quesurge la necesidad de clasificar y categorizar la información que ofrecen asus usuarios  almacenarla  mantenerla en el tiempo y hacerla disponiblepara satisfacer las necesidades de consulta que sirvan de apoyo a lainvestigación de quienes así lo requieran Entre la información que manejay controla la FIBV se encuentra la relativa a una de las familiasbotánicas más importantes y difundidas en el globo terrestre: LasGramíneas  de la cual se estima que hay 750 géneros y unas 10000 especiesen el mundo En Venezuela existen 85 especies  siendo el género botánicomás numeroso en nuestro país El proceso de identificación de estasespecies  es de particular atención para la FIBV ya que carecen de ladisponibilidad de expertos en el área de las Gramíneas  para solventar esteproblema se propone llevar a cabo el desarrollo de un Sistema Basado enConocimiento  el cual es empleado actualmente  que realiza la búsqueda recuperación y despliegue de la información relacionada a 62 de las 85especies que constituyen el género Panicum  Familia de las Gramíneas  elcual posee algunas limitaciones en relación a funcionalidad y tecnologíaDe allí  nace nuestra inquietud como investigadores en el área deInteligencia Artificial y planteamos la siguiente pregunta deinvestigación: ¿Cómo  realizar  de  manera  eficaz    eficiente   ordenaday  guiada  la  búsqueda  recuperación y despliegue de informaciónrelacionado con  conocimiento experto almacenado en un Sistema Basado enConocimiento con  la ayuda de Agentes Inteligentes? Para responder estapregunta  se abarcó las bases teóricas del Estudio del Conocimiento y losAgentes Inteligentes  y dada la importancia que reviste el trabajo deinvestigación que realizan los docentes  investigadores y estudiantes debotánica que requieren información acerca del género Panicum Familia de laGramíneas y que dependen de la Fundación Instituto Botánico de Venezuelapara obtenerla  finalmente se plantea una solución basada en AgentesInteligentes que apoye el Sistema Basado en Conocimiento ya existente  parasolventar la falta de disponibilidad permanente de expertos en el área delas Gramíneas para realizar el proceso de identificación de especies dedicho género y mejorar las carencias funcionales y tecnológicas del sistemaactual  lo cual es el fin del presente Trabajo Especial de Grado:#Desarrollar e implantar un prototipo de Sistema Basado en AgentesInteligentes que permita realizar la búsqueda  recuperación y despliegue dela información relacionada con especies del Género Panicum  Familia de lasGramíneas#,,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
195,DIAGNÓSTICO AUTOMATIZADO DE AFECCIONES OFTALMOLÓGICAS A PARTIR DE IMÁGENESDIGITALIZADAS DE LA RETINA USANDO REDES NEURONALES,El problema que se resuelve en este Trabajo Especial de Grado es laautomatización de los diagnósticos médicos en el área oftalmológica específicamente en lo concerniente a afecciones retínales El diagnósticopuede por veces ser costoso y tardío  e inclusive en algunos casos llegar aser incorrecto  pues está asociado a este el factor humano La solución quese propone es un sistema que apoye al médico especialista en sudiagnóstico  o sea un sistema que emita un diagnóstico que en unos casoscorrobore la deducción del doctor  y ciertamente en otros casos alertesobre la posibilidad de la existencia de otra patología Así se planteadesarrollar un sistema automatizado para reconocer y diagnosticarafecciones oftalmológicas a partir de imágenes de la retina humana mediante el uso de técnicas de inteligencia artificial Las entradas delsistema serán imágenes digitalizadas de la retina que previamente seobtuvieron mediante un componente de hardware  las característicasfundamentales de la imagen se extrajeron mediante técnicas estadísticas yde procesamiento de imágenes  de esta manera una red neuronal emitirá undiagnóstico con base a la información sintetizada proveniente de la imagenPor otro lado la red neuronal será alimentada con informacióncomplementaria de relevancia como edad y lugar de nacimiento El estudiopropone un cambio en el proceso tradicional de diagnostico  incluyendo unpaso mas en él: #La consulta o verificación en el sistema automatizado# bien sea en busca de una corroboración del diagnóstico preliminar emitidopor el médico  o de un diagnóstico alterno El trabajo se desarrolla en doscapítulos: El primero se ocupa del marco conceptual  que abarca aspectosmédicos y estadísticos necesarios  así como la especificación de un métodopara elaborar la aplicación  y el segundo esboza como el método se puso enpráctica  para finalmente mostrar los resultados del estudio en cuestión,Procesamiento de Imágenes  Reconocimiento de Oftalmológicas  RedesNeuronales  Imágenes Digitalizadas  Patrones  Afecciones,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
196,Prototipo de un Sistema Basado en Conocimiento  para la Automatización delProceso de Selección de Personal Académico Universitario,Se presenta en este trabajo el desarrollo de un prototipo de un SistemaBasado en Conocimiento (SBC)  constituido por un conjunto de agentes  paraautomatizar el proceso de selección de Personal Académico del mas altonivel en las Universidades Públicas Venezolanas El prototipo permiteminimizar los factores de riesgo y aporta insumos a la toma de decisionesde manera objetiva Se considera el uso de CommonKADS como método dedesarrollo El modelo de agentes del prototipo  está constituido por unagente analista  el cual define los criterios a ser utilizados en laselección de los aspirantes  un agente seleccionador encargado de escogerelegibles de un conjunto de aspirantes  establecer puntos a entrevistasestructuradas  analizar y evaluar los test proyectivos aplicados específicamente el Test de Wartegg  (en esta tarea se analiza eltratamiento del tema  se evalúan aspectos formales y se interpretanresultados) Las actividades de estos agentes se basan en el conocimientoadquirido a partir de los expertos del área el cual es representado en elmodelo de conocimiento El prototipo implanta los procesos que facilitanlas operaciones del agente analista  en cuanto a la gestión de los perfilesde cargos  de las competencias y el mantenimiento  así como también laactualización  del registro de aspirantes,Sistemas Basados en Conocimiento  CommonKADS  Selección de Personal  Testde Wartegg  Agentes,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
197,Un Sistema basado en Agentes para la Búsqueda y RecomendaciónPersonalizada de Recursos Académicos en Internet,Se ha establecido como objetivo de esté Trabajo Especial de Grado desarrollar un sistema para la búsqueda y recomendación de recursosacadémicos y científicos en Internet referentes al área de la computación que se encuentre basado en tecnologías tales como: Cliente/Servidor Aplicaciones con Tecnología Internet  Inteligencia Artificial  AgentesInteligentes y Sistemas basados en Agente  con el fin de proporcionar unservido personalizado a un gran número de usuarios  que sea accesible desdecualquier lugar y se encuentre disponible en todo momento Para eldesarrollo de esta herramienta se empleará la tecnología de agentesinteligentes y técnicas de inteligencia artificial con el fin de verificarlas ventajas que puede proporcionar este paradigma en cuanto al aprendizajede las preferencias e intereses de usuarios  a fin de prestar serviciopersonalizados de búsqueda  filtrado y recomendación de información Se aplica la metodología CommonKADS a partir de la cuál se ha llevado acabo el análisis y diseño del sistema,,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
198,WebTREPAN: Sistema Interpretador de Modelos Neuronales con Interfaz Web basado en el Algoritmo de Extracción de Reglas TREPAN,Las redes neuronales han sido utilizadas para resolver una gran variedadde problemas de clasificación y de regresión en diferentes dominios obteniéndose resultados favorables Sin embargo  el conocimiento que sederiva del aprendizaje en estos modelos  se encuentra representado en unaforma difícil de entender e interpretar La herramienta computacional quese presenta busca apoyar el análisis y dotar a las redes neuronales de lacapacidad de explicación  por medio de un sistema interpretador queincorpora como núcleo el algoritmo de extracción de reglas TREPAN Laaplicación ha sido concebida bajo una interfaz Web guiada  que permite alos usuarios realizar la interpretación de una red neuronal entrenada según los datos que éste provea a través de la interfaz Los resultadosobtenidos  derivados del algoritmo en forma de árboles de decisión  sonmostrados al usuario en una representación algebraica,redes neuronales  extracción de reglas  TREPAN  árboles de decisión aplicación Web,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
199,Herramienta de Minería de Datos: Prototipo del módulo para el Desarrollo yAprendizaje de Redes Neuronales no Supervisados y Recurrentes,Las redes neuronales han adquirido una gran importancia en los últimostiempos por sus buenos resultados y alto rendimiento en la resolución deproblemas complejos en diversos dominios  razón por la cual han proliferadoun conjunto de aplicaciones que permiten su construcción y modelado Eneste Trabajo Especial de Grado se presenta un prototipo de una Herramientapara el Desarrollo y Aprendizaje de Redes Neuronales no Supervisadas yRecurrentes  la cual está orientada tanto a usuarios expertos como anovatos Esta herramienta computacional ofrece un conjunto defuncionalidades que permiten construir  entrenar e interrogar diferentestipos de redes neuronales  específicamente Mapas Autoorganizativos deKohonen (SOM)  Redes de Aprendizaje de Vectores de Cuantificación (LVQ) yRedes de Hopfield Discretas El objetivo es situar al usuario en elcontexto de las redes para que pueda modelar y resolver diferentesproblemas de manera intuitiva y sin necesidad de programarlas,Redes neuronales  LVQ  Mapas Autoorganizativos  Hopfield  SOM,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
200,Herramienta de Minería de Datos: Prototipo del módulo de desarrollo yaprendizaje de redes neuronales supervisadas,Desde hace varios años  algunos investigadores han estado creando modelos tanto en hardware como en software  que interpretan la actividad cerebralen un esfuerzo por producir una forma de inteligencia artificialInspiradas en el sistema nervioso biológico  la tecnología de las RedesNeuronales Artificiales (RNA) está siendo utilizada para solucionar unagran variedad de problemas científicos  económicos  de ingeniería  etc Lasredes neuronales son ideales para resolver problemas de reconocimiento depatrones  clasificación de datos y otros  ya que pueden aprender  a partirde datos y luego ser utilizadas para hacer predicciones Las redesneuronales se clasifican comúnmente en términos de sus correspondientesalgoritmos o métodos de entrenamiento  éstas son redes con entrenamientosupervisado y redes con entrenamiento no supervisado Las redes conentrenamiento supervisado han sido los modelos de redes más desarrolladosdesde inicios de estos diseños  los datos para el entrenamiento estánformados por varios pares de patrones  los cuales están constituidos por laentrada y la salida  el hecho de conocer la salida de un patrón dadoimplica que el entrenamiento se beneficia de la supervisión de un maestroMientras que para los modelos de entrenamiento no supervisados  el conjuntode datos de entrenamiento consiste sólo en los patrones de entrada  por lotanto  la red es entrenada sin el beneficio de un maestro  la red aprende aadaptarse basada en las experiencias recogidas de los patrones deentrenamiento anteriores Este trabajo se basa en las RNA de tiposupervisadas  particularmente en las del tipo Perceptron  Adaline Perceptron Multicapa y Redes de Función de Base Radial Actualmente  lasherramientas para el desarrollo de modelos neuronales analizadas pornuestro grupo de investigación  no proporcionan una interacción sencilla intuitiva y agradable a la vista  por ser muy rígidas o en algunos casos suuso es bastante engorroso El objetivo de este trabajo es desarrollar unaherramienta que permita a un usuario construir  entrenar e interrogar redesneuronales artificiales supervisadas  de una manera fácil y sencilla  pormedio de la comunicación gráfica  la cual hace menos engorroso suutilización y a través de ésta  que una persona que no posea ampliosconocimientos sobre las redes neuronales supervisadas (usuario aprendiz)pueda iniciarse en el tema con mayores facilidades  mientras que losusuarios que sí tengan previos conocimientos sobre las RNA (usuariosexpertos) puedan trabajar con el programa de una manera simple y máscómoda,,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
201,Sistema basado en conocimiento en ambiente web para el apoyo a laidentificación de Bacilos Gram Negativos No Fermentadores de la Glucosa,En este trabajo se presenta un Sistema Basado en Conocimiento (SBC)  paraapoyar al profesional en el  área  de  la  microbiología  en  laidentificación  de  géneros  de  bacilos  Gram  Negativos  no Fermentadoresde la Glucosa (BGNNF) Una parte de la base de conocimientos se construyóaplicando el algoritmo C45 con una medida de entropía modificada  para lainducción de un árbol de decisión que permite realizar una primeraclasificación en pequeños grupos de géneros (reglas primarias} Luego elsistema  dependiendo del grupo  recomienda una serie de pruebas que podríanser aplicadas para caracterizar el género en particular (reglascomplementarias) Para manejar la incertidumbre inherente  al  problema  se utilizó el  esquema  de  Factores  de  Certeza  El  sistema  permite  lacaracterización de los géneros de una forma simplificada  a un bajo costo y accesible a todas las áreas de investigación de la microbiologíarelacionadas con estos microorganismos El SBC fue desarrollado bajo unaarquitectura cliente/servidor en ambiente Web  debido a las bondades dedisponibilidad y acceso que ofrece Internet Para probar el sistema secompararon los resultados arrojados por éste y las identificacionesrealizadas por el Centro Venezolano de Colecciones de Microorganismos(CVCM) de 25 bacterias aisladas de diferente origen (hospitalario yambiental),,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
202,Aplicación cliente/servidor para el reconocimiento de canciones con redesneuronales,Durante años las personas escuchan radio y desde la misma época  se deseaconocer el intérprete de algunas canciones que se escuchan  pero hayocasiones en las que nunca se llega a conocer el intérprete de esascanciones En este trabajo se presenta el proceso de desarrollo de unaaplicación siguiendo la arquitectura cliente/servidor que permita sacar dedudas a muchos usuarios frustrados por años Este sistema basado enconocimiento  es soportado por un conjunto de redes neuronalesartificiales  en las cuales se encuentran contenidos rasgos característicosde cada canción conocida Estos rasgos característicos son obtenidosmediante una combinación de técnicas de procesamiento de señales  (como latransformada Wavelets)  y a procedimientos de agrupamiento (como elalgoritmo de kmedias)  que permiten condensar la información de acuerdo acriterios de similaridad  lo cual ayuda a eliminar las característicasredundantes y permiten extraer las características representativas paracada canción Sobre este conocimiento se realizan búsquedas por contenido y a partir de un segmento de la canción se trata de identificar cuales sonla 5 canciones más parecidas con la esperanza de que la canción real estéincluida en este conjunto El sistema se desarrolló utilizando doslenguajes de programación diferentes (Java y C/C++) con la finalidad deexplotar al máximo las características mas fuertes de cada uno y obtenerasí el mejor desempeño posible para el cliente,,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
203,Ontología de Insectos Acuáticos,El conocimiento existente sobre los insectos acuáticos  es muy valioso  porla importancia que tiene el tema  con la limitación que es muy difícil deobtener  y que muchas veces el vocabulario es distinto según la fuente delque se obtenga  trayendo como consecuencia confusiones importantes acercade las nomenclaturas o definiciones de términos  entre otras cosas Elreino de los insectos es un mundo muy complejo con innumerables especiesexistentes  resulta necesario contar con una representación de este mundo ysus características en un sistema informático que permita un accesoeficiente  rápido y preciso a sus detalles tanto a expertos del área como ausuarios no conocedores Esto se logra con el uso de Ontologías LasOntologías permiten representar conocimiento con un significado semánticoreal  no son sólo datos almacenados secuencialmente  es conocimientorelacionado de forma lógica para ofrecer una representación formal delmismo Una Ontología permite estandarización de vocabulario  formalizaciónde la información  es una representación del mundo en donde se definenconceptos y relaciones que caracterizan un dominio en particular UnaOntología resulta de gran importancia ya que propone un sistema dealmacenamiento para el uso y compartición de información a los expertos delLaboratorio de Ecología de Sistemas Acuáticos Continentales  y a lacomunidad de ecólogos en general  ya que todo el conocimiento referente aldominio de los insectos acuáticos estará en un mismo repositorio  el cualpodrá ser consultado por cualquier persona desde cualquier lugar  lograndoasí la meta de poder compartirlo  bajo una estandarización del vocabulario y servirá como guía de referencia principal de fácil y rápido acceso,,TRABAJO ESPECIAL DE GRADO (INTELIGENCIA ARTIFICIAL)
204,DEUSWEB Generador de sitios web administrativos basados en la ingenieríade reverso al modelo de datos,El sistema DEUSWEB desanclado  tiene como objetivo generar de formaautomática aplicaciones web que se encarguen de gestionar la informacióncontenida en una base de datos  contribuyendo así a minimizar el tiempo enel desarrollo de este tipo de aplicaciones La gestión que realiza elsistema sobre la base de datos incluye: listar  buscar  insertar  modificary eliminar cualquier información contenida en las tablas de la base dedatos DEUSWEB es una aplicación desarrollada utilizando como lenguaje deprogramación JAVA  la cual  recibe como entrada una base de datosexistente  y apartir de esta  extrae sus metadatos Con la informaciónobtenida de los metadatos y junto con la información de configuración delsitio suministrada por el usuario  se genera la aplicación web La creaciónde los archivos fuentes del sitio generado  es llevada a cabo por un motorimplementado en la aplicación: JSP/Servlets  el cual es constituido por unconjunto de procesadores Para este trabajo especial grado solo seencuentra implementado este motor  sin embargo  se pueden agregar yconfigurar nuevos motores en la aplicación de una forma fácil  en próximasversiones Los procesadores son los encargados de realizar las tareas parala generación del sitio  tareas como: crear la estructura de directorios crear los Servlets  crear las vistas (JSP)  compilar los archivosgenerados  empaquetar el sitio  etc El propósito de este Trabajo Especialde Grado consiste en desarrollar el sistema que permita la creación desitios web administrativos a partir de una base de datos existente  através del proceso de desarrollo de software: Proceso Unificado El alcancede este desarrollo involucra generar código JSP/Servlets a partir de unbase de datos MySQL Para la creación de este sistema  se estudiaron tresherramientas existentes que generan aplicaciones web administrativas apartir de la ingeniería de reverso al modelo de datos Del estudio de estasaplicaciones  surgieron las funcionalidades desarrolladas en el sistemaSin embargo el sistema desarrollado incluye nuevas funcionalidades conrespecto a los sistemas evaluados  por ejemplo: el manejo de las clavesforáneas y la manipulación de los archivos almacenados en la base dedatos,,TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
205,Medición y Visualización de Métricas de software para Frameworks Web Casode estudio: Ruby on Ralis y Frameworks en Java,En el presente Trabajo Especial de Grado se realizó un estudio de dostecnologías Web: framework Ruby on Rails y algunos frameworks en Java Enel presente estudio se midieron algunas características de estastecnologías Web en un caso de estudio La medición fue formalizada pormedio de un conjunto de métricas de software  las cuales permitieroncuantificar las diferencias de las tecnologías en el caso de estudio de lainvestigación En la investigación se desarrolló un caso de estudiocompuesto de dos aplicaciones Web basadas en el mismo modelo conceptual ycon los mismos requerimientos  estás aplicaciones Web dan solución afuncionalidades del Módulo Administrativo y del Módulo de Servicio alestudiante del Sistema de Control de Estudios de la Facultad de CienciasUCV llamado CONEST La primera aplicación Web fue desarrollada con elframework Ruby on Rails y la otra aplicación fue desarrollada con losframeworks Web en Java (Struts  Hibernate  JavaMail y Axis2) Además serealizó la implementación de un medidor de Métricas de Software  el cualpermite calcular sobre las aplicaciones que componen el caso de estudio lassiguientes métricas: Número de Líneas de Código (Line of Code  LOC)  Númerode Líneas de Comentarios (Comment Line of Code  CLOC)  ComplejidadCiclomática (CC)  las métricas Esfuerzo  Tiempo de Desarrollo y Número dePersonas definidas en el Modelo Constructivo de Costos (COCOMO) Rendimiento Web y Rendimiento Standalone Y finalmente se desarrolló unaaplicación Web que permite visualizar los resultados generados por elmedidor de métricas desarrollado en la investigación,,TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
206,Metodología para la auditoría de seguridad de Aplicaciones Web,Las aplicaciones web con frecuencia resultan ser el punto de entrada másdébil a una red corporativa Generalmente el acceso a las mismas debe serpúblico y estar disponible desde cualquier parte del mundo  24 horas aldía  los 365 días del año Si la aplicación web no es segura  entonces todala información sensible esta en grave peligro Asegurar las aplicacionesweb es crítico y no es una tarea fácil  debido a la inmensa cantidad devulnerabilidades y amenazas a las que están expuestas Para lasaplicaciones web existen vulnerabilidades en la red el sistema operativo servidores que las contienen  e incluso en las mismas aplicaciones web Unatacante puede aprovechar estas vulnerabilidades y cometer ataques  con elfin de obtener información confidencial  conseguir accesos no autorizados osimplemente causar algún daño Sin embargo existen técnicas y buenasprácticas de desarrollo de software que pueden ayudar a proteger lasaplicaciones web de estas vulnerabilidades Siempre y cuando losdesabolladores  integradores y administradores de sistemas  esténconcientes de la existencia de estas vulnerabilidades y de cómo prevenirlaso dificultar su explotación El Trabajo Especial de Grado aborda lasaplicaciones web desde el punto de vista de la seguridad Describe lasprincipales características de las aplicaciones web  sus vulnerabilidades yamenazas  y las medidas de seguridad que permiten protegerlas Seconsideran aspectos de plataforma  red  aplicaciones e implementaciones defuncionalidades en las aplicaciones web Se propone una metodología para laauditoría de seguridad en aplicaciones web Esta metodología establece unconjunto de pasos bien definidos  los cuales permitirán auditar cadacaracterística de una aplicación web y determinar la existencia de posiblesvulnerabilidades y amenazas de seguridad Para luego hacer referencia a lasrespectivas medidas de seguridad correctivas que pueden ser aplicadasFinalmente para probar la eficacia de la metodología se realizaron tres (3)casos de es¬tudio  con los cuales se auditaron tres (3) aplicaciones webdesarrolladas con tecnologías diferentes,,TRABAJO ESPECIAL DE GRADO (APLICACIONES INTERNET)
207,Prototipo de un manejador de imágenes distribuido usando el SMBDINFORMIX,El Manejador de Imágenes desarrollado en este trabajo forma parte delSistema Distribuido para Tratamiento de Imágenes (SIMA) que se estáelaborando en el Centro de Computación Paralela y Distribuida  de laEscuela de Computación  Facultad de Ciencias  universidad Central deVenezuela El SIMA esta compuesto por varios Servidores de Imágenes Locales(SIL) que aprovechan las características propias de la máquina local y losrecursos disponibles de una red de computadores heterogéneos para elprocesamiento de imágenes En el SIMA  cada imagen digital se encuentraalmacenada en un único nodo de una red local tipo Ethenieí  constituyendoun sistema de imágenes distribuido Cada SIL esta compuesto de tresprocesos  el Manejador de Transacciones (MT)  el proceso EJECy el Manejadorde Imágenes (MI) El primero  se ocupa de la interfaz con el usuario tomando el árbol de transacciones a ejecutar  controlando su ejecución yenviando la respuesta final al usuario  el segundo  proceso EJEC  seencarga de la ejecución de operaciones sobre las imágenes  y el tercero Manejador de Imágenes  se encarga de la manipulación de las imágenes y dela aplicación del algoritmo del control de concurrencia sobre sus imágeneslocales El control de concurrencia se llevará a cabo aplicando el métodode bloqueo en dos fases que requiere clasificar todas las operaciones sobreel objeto imagen como de lectura o escritura  basándose en el modelo detransacciones anidadas En el presente Trabajo Especial de Grado  seimplemento un prototipo del Manejador de Imágenes usando el SistemaManejador de Base de Datos Informix  el cual permite la manipulación deimágenes distribuidas en varias máquinas Para describir el comportamientodel Manejador de Imágenes (MI) se utilizó el método REMORA  que permiteobtener una mejor concepción de los sistemas,,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
208,Método de construcción de aplicaciones en una Intranet con acceso a basede datos orientadas a objetos,Existe una gran diversidad de métodos orientados al desarrollo deaplicaciones  los cuales han sido desarrollados por autores muy conocidoscomo James Rumbaugh (Técnica de Modelación de Objetos: OMT) [RUM91] y IvarJacobson (Ingeniería de Software Orientada a Objetos: OOSE) [JAC96] entreotros Los métodos propuestos por estos autores contemplan de manerageneral tres grandes fases como lo son la fase análisis  fase diseño y fasede implementación  aunque incluyen otra etapa como la fase de prueba quecomplementa lo hecho en las fases anteriormente nombradas Siguiendo en elámbito de lo que son las aplicaciones y los métodos que existen para laconstrucción y desarrollo de éstas  existe un tipo particular de dichasaplicaciones que últimamente ha venido despertando interés dentro delambiente computacional  estas son las aplicaciones que se desarrollan bajoun entorno Intranet Las aplicaciones Intranet son aplicaciones que correnbajo un ambiente Intranet y pueden ser accedidas con la tecnología del Weba través de un programa cliente llamado browser o visualizador  queproporciona una interfaz común Éstas son normalmente aplicacionesdinámicas que demandan el acceso a datos que se encuentran distribuidos enla Intranet y están almacenados en bases de datos de distinta índole Elmanejo y distribución de los datos a través de la Intranet depende delsistema manejador de bases de datos y las herramientas que éste ofrezcapara el acceso a dichos datos a través del Web  de aquí la gran importanciaa la hora de realizar la selección de estos sistemas En paralelo a lo querepresenta el #boom# de la tecnología Intranet y todo lo que esto abarca ha surgido un crecimiento en todo lo referente a la teoría orientada aobjetos  de tal forma que muchas de las herramientas y del software que seencuentran en el mercado desarrollan y orientan sus productos hacia dichoparadigma Todo esto ha dado un vuelco significativo a lo que es el mundode la computación y a la forma de trabajo de las distintas personas ycompañías que en este ambiente se desenvuelven  en consecuencia se hacenecesario desarrollar y estimular el pensamiento hacia el aprendizaje ycomprensión de los distintos elementos que conforman este paradigmaTeniendo presente la importancia que tiene la utilización de un método parael desarrollo de una aplicación  el auge de las redes Intranet y elparadigma orientado a objetos y que además los métodos propuestos hastaahora están orientados hacia la construcción de aplicaciones tradicionales el Trabajo Especial de Grado que se plantea a continuación pretendeproponer la descripción de un método para construcción de aplicaciones bajoun entorno Intranet con conexión a bases de datos orientadas a objetos,,TRABAJO ESPECIAL DE GRADO (BASE DE DATOS)
