,Titulo de tesis,resumen,palabras clave,mencion
182,noticiencias en línea: desarrollo del sitio web y el módulo demantenimiento,con el propósito de impulsar el alcance de noticiencias  órganoinformativo de la facultad de ciencias de la universidad central devenezuela  se plantea la creación de una versión que aproveche lascapacidades de internet como medio de comunicación por esta razón  elobjetivo principal de este trabajo especial de grado es el desarrollo delsitio web de noticiencias en línea  que permita propiciar el nivel departicipación y pertenencia de profesores  estudiantes  empleados  yobreros de la facultad  así como informar de manera eficiente y oportunasobre el desarrollo de las actividades  programas y políticas de lafacultad  a fin de captar un público local  nacional e internacional eneste documento se explica el proceso de análisis y diseño que permitió eldesarrollo de un sitio web usable,noticiencias web desarrollo profesores creación lafacultad delsitio eneste alcance informar grado estudiantes permitió análisis diseño yobreros principal propiciar razón eficiente sitio medio oportunasobre políticas nacional internacional comunicación así plantea internet departicipación captar fin trabajo documento nivel especial pertenencia aproveche impulsar órganoinformativo público empleados programas eldesarrollo propósito elobjetivonoticiencias en línea: desarrollo del sitio web y el módulo demantenimiento,aplicaciones internet
183,generador de sitios web de alcaldías,los sitios web  en el contexto de los gobiernos locales  facilitan lacomunicación entre los habitantes del municipio y la alcaldía  ademásofrecen funcionalidades tales como servicios municipales y de emergencias información sobre planes y proyectos  información sobre el municipio eventos y noticias de interés en este trabajo especial de grado sedesarrolla una herramienta que permite construir y mantener sitios web dealcaldías de manera rápida y sencilla  orientada a empleados de la alcaldíano expertos en estas tecnologías la herramienta en sí  es un generador desitios web que cuenta con las funcionalidades básicas identificadas en elanálisis de los sitios de alcaldías existentes la aplicación desarrollada denominada ealcaldía  se construye siguiendo una metodología adhoc basadaen el proceso unificado (up  el cual usa como notación el lenguaje demodelado unificado (uml para proveer diferentes modelos o vistas a fin deanalizar el sistema desde distintas perspectivas los artefactos obtenidosen la fase inicial (modelo de casos de uso y modelo objeto del dominiosirven de entrada para el desarrollo de un lenguaje de patrones deinteracción en el dominio de estudio  a partir del cual se construye elprototipo de ¡nterfaz de la aplicación para la implementación de ealcaldía se utiliza la tecnología php (preprocesador de hipertexto  quepermite la generación de código html dinámico del lado del servidor  yutiliza el servidor de aplicaciones apache se almacenan los datosintroducidos por el usuario en una base de datos mysql  ya que éstaproporciona integridad de los datos  es software libre y multiplataforma obteniendo como resultado una aplicación portable  y adicionalmente requiere un esquema de transformaciones xslt donde partir de un documentoxml y una hoja de estilo xsl se generan los sitios web de alcaldías ealcaldía es un proyecto que surge con la finalidad de dotar a lasalcaldías  particularmente a aquellas que no cuentan con centrosinformáticos sofisticados  de una herramienta que les permita crear yactualizar fácilmente estos sitios web  a efectos de aprovechar estastecnologías en la comunicación con los ciudadanos este proyecto se realizaen el marco del proyecto #acercamiento de la tecnología informática alciudadano#  financiado por el fonacit,usabilidad  lenguaje de patrones de interacción  prototipo de interfaz generador de sitios web  sitios web de alcaldías,aplicaciones internet
184,desarrollo de un prototipo de manejador de base de datos con campos detipo gráfico y de una aplicación,el presente trabajo consiste en la elaboración de un sistema de manejo debase de datos que permita manipular datos de diversos tipos  incluyendodatos de tipo gráfico luego de la revisión bibliográfica se divide eltrabajo en dos partes  el diseño e implementación de un prototipo desistema manejador de base de datos con campos de tipo gráfico y el diseñode un sistema de información (con su base de datos asociada para historiasmedicoginecológicas para la realización de la primera parte se utilizouna arquitectura general que luego se adaptó a las limitaciones propias delambiente de trabajo (microcomputadores bajo dos se utilizaron en eldiseño del prototipo técnicas de abstracción en datos y funcionales  ytipos de datos abstractos (tda para la segunda parte se modeló elproblema usando una  metodología  estructurada para el diseño de sistemaspara el  diserto de  la  base de datos necesaria se utilizo  el  esquemaentidadrelación (er  el mismo se llevó al modelo relacional normalizándose para lograr el esquema de relaciones más estable y  menosredundante  posible  a partir de este diseño de base de datos utilizandolos tda definidos en la primera parte  se programó la aplicación  queresolvió el problema propuesto: automatizar el manejo de historias médicasen un consultorio  ginecológico siguiendo un esquema de base de datos,datos base diseño parte prototipo esquema tipo tda trabajo luego gráfico sistema primera dos abstractos limitaciones diserto tipos historiasmedicoginecológicas usando diversos presente manipular delambiente abstracción eltrabajo campos relacional partir menosredundante médicasen esquemaentidadrelación partes arquitectura er sistemaspara asociada elaboración desistema aplicación estable incluyendodatos implementación utilizandolos adaptó necesaria mismodesarrollo de un prototipo de manejador de base de datos con campos detipo gráfico y de una aplicación,bases de datos
185,un sistema manejador de base de datos para imágenes basado en bdxml deberkeley,en la actualidad el desarrollo de sistemas de recuperación de imágenes porcontenido (cbir  está adquiriendo mayor interés al presentar gran utilidaden muchos campos  donde la información que contiene la imagen en sí mismaes tan importante como la información textual asociada a la misma en elcentro de computación paralela y distribuida  ccpd se está desarrollandoun sistema cbir  llamado huya  para el almacenamiento y recuperación deimágenes por contenido en huya se han empleado smbd relaciónales odirectorios para el almacenamiento de las imágenes  sin embargo  lasfuncionalidades administrativas de los recursos del sistema son básicas  alpermitir sólo el ingreso de imágenes y la recuperación de las mismas  segúnlas características que extraiga el algoritmo extractor de característicaspredeterminado en el sistema  además  las imágenes se agrupan en conjuntospredefinidos en este trabajo especial de grado se toma como base elsistema manejador de base de datos xml de berkeley  para implementar unaplataforma administrativa para el sistema huya esta plataformaadministrativa provee todas las funcionalidades ofrecidas por el sistema(búsquedas de imágenes por contenido  e incorpora nuevas funcionalidadesque permitan el crecimiento del sistema  tales como  la inclusión de nuevosalgoritmos extractores de características  agrupación de imágenes segúnespecificaciones dadas por el usuario  además  como valor agrega¬do a lasbúsquedas por contenido (cbir  permite realizar búsquedas por textoasociado a la imagen  proporcionando así un mecanismo para obtenerresultados mas específicos esta plataforma representa un primer paso en laarquitectura dis¬tribuida que se encuentra planteada para mejoras futurasen el sistema huya  al poder ser empleada como un nodo de administracióndentro de la arquitectura distribuida,cbir  sistemas manejadores de base de datos  base de datos xml,bases de datos
186,análisis y evaluación de métodos para mejoramiento y reducción del tiempode ejecución de consultas en bases de datos de alta densidad,el objetivo principal del presente trabajo especial de grado es evaluarlas alternativas de mejoramiento del tiempo de ejecución en consultas decarácter complejo en bases de datos de alta densidad de información enambientes web  debido a que en la medida en que la densidad de la base dedatos aumenta  se incrementan los tiempos de ejecución de las consultas afectando los tiempos de respuesta de la aplicación web y en algunassituaciones su funcionamiento general la solución propuesta consta de trespasos fundamentales primero  la identificación de las consultas que sonsujetas a mejoras  segundo  la evaluación de los tiempos de ejecuciónefectiva de dichas consultas  y por último la aplicación de los métodos yreglas heurísticas consideradas en este estudio  las cuales son evaluadasen términos de tiempo de ejecución una vez alcanzado un tiempo deejecución significativamente menor al original  es momento de evaluar elcosto y las consecuencias relacionadas a la sustitución de la consultaoriginal por la consulta mejorada algunos de los métodos propuestosimplican un cambio estructural sobre la base de datos de la aplicación web con la consiguiente modificación sobre el código fuente  cuya complejidaddepende del grado de independencia entre los componentes que lo conformanpara el estudio  se seleccionaron los smbd oracle y mysql por constituirlos dos manejadores mayormente utilizados para soportar aplicaciones webse realizaron análisis de frecuencias de los tiempos de ejecución paradeterminar el smdb que presenta mayor consistencia y velocidad en laejecución de consultas también fueron efectuadas mediciones de desempeñoen un entorno concurrente  efectuando una simulación de carga detransacciones de varios niveles,consultas tiempos ejecución web aplicación tiempo densidad base grado datos estudio métodos complejidaddepende ejecuciónefectiva fundamentales fuente algunassituaciones sustitución menor momento complejo mysql enambientes carga evaluarlas principal presenta también presente frecuencias significativamente bases concurrente varios cuales componentes seleccionaron smdb efectuando paradeterminar afectando consecuencias heurísticas mediciones especial entorno funcionamientoanálisis y evaluación de métodos para mejoramiento y reducción del tiempode ejecución de consultas en bases de datos de alta densidad,bases de datos
187,implementación de mecanismos para la definición y verificación derestricciones de integridad globales en bases de datos distribuidas oracle10g,las bases de datos distribuidas (bdd cada día cobran mayor importancia enel área de la computación se rompe con el esquema de datos centralizadospara llevarlo a datos distribuidos pero manteniendo las mismascaracterísticas  entre ellas la integridad en este trabajo especial degrado se proponen e implementan mecanismos que permiten a un administradorde una bdd oracle log la definición  administración y verificación derestricciones de integridad globales del tipo referencial  clave primariacompuesta  conjuntiva y de borrado sobre una sola tabla se implemento unaherramienta sencilla y similar en apariencia a la herramienta deadministración web oracle  para agregarle la funcionalidad de definir yadministrar los cuatro tipos de restricciones de integridad globalesconsiderados así mismo  se implemento internamente en oracle  utilizandoel lenguaje pl/sql  un mecanismo basado en triggers para la verificación deforma transparente al usuario  de las restricciones de integridad definidassobre una bdd para evaluar el comportamiento de los mecanismos propuestos se implemento una base de datos de prueba en un ambiente distribuidoconformado por tres nodos  obteniéndose resultados satisfactorios ante laspruebas realizadas,integridad datos bdd oracle implemento restricciones mecanismos verificación tipos distribuidas clave enel deforma referencial web satisfactorios bases administradorde prueba rompe evaluar primariacompuesta así conjuntiva distribuidoconformado nodos centralizadospara esquema tipo definir mecanismo lenguaje globalesconsiderados sola base ambiente día obteniéndose triggers transparente sencilla laspruebas resultados proponen agregarle yadministrar mismascaracterísticasimplementación de mecanismos para la definición y verificación derestricciones de integridad globales en bases de datos distribuidas oracle10g,bases de datos
188,extensión del sistema huya xmldb para acceso distribuido a bases de datosde imágenes,en este trabajo se hizo un rediseño del sistema manejador de bases dedatos huya xmldb  cuya primera versión se desarrolló en el centro decomputación paralela y distribuida como sistema centralizado lasprincipales mejoras realizadas son: administración de imágenes de maneraremota administración de recursos del manejador de forma distribuidaimplementación de políticas de replicación de datos implementación depolíticas de respaldo distribuido implementación de atenciónmultiusuarios como resultado  se logró implementar algunas de laspropiedades de sistemas manejadores de bases de datos distribuidas haciéndose diversas pruebas para demostrar la validez de la solucióndiseñada  viéndose que satisface las siguientes características de smbdd:autonomía local independencia con respecto a localización independencia deréplica procesamiento distribuido de consultas independencia con respectoa la red independencia con respecto al equipo,sistema manejador de bases de datos distribuido  bases de datos deimágenes  bases de datos xml,bases de datos
189,prototipo que permita analizar y garantizar la calidad de los datosmanejados en una de las bases de datos corporativas de la ca electricidadde caracas,en este trabajo de investigación se pretende obtener el conocimientobásico sobre los procedimientos de calidad de datos existentes  realizandoun estudio/comparación de los métodos planteados por diferentes autorespara determinar la factibilidad de su aplicación en el estudio de lacalidad de los datos corporativos de la empresa compañía anónima laelectricidad de caracas las grandes empresas tienen la necesidad deevolucionar con el tiempo  tanto en sus ideologías como en su estructura ymanejo jerárquico la compañía anónima la electricidad de caracas seencuentra en una etapa de rediseño en base a los procesos claves delnegocio en particular  el proceso #proveer información#  establece comouno de sus objetivos generales  #garantizar a los actores responsables  elsuministro uniforme  confiable  seguro  óptimo y eficiente de toda lainformación necesaria para la empresa# en este trabajo de investigación sepretende obtener el conocimiento básico sobre los procedimientos de calidadde datos existentes  realizando un estudio/comparación de los métodosplanteados por diferentes autores para determinar la factibilidad de suaplicación en el estudio de la calidad de los datos corporativos de laempresa antes mencionada si se determina la factibilidad de aplicar algunode los métodos  será utilizado paso a paso en el estudio en casocontrario  se utilizarán como base para plantear un método y diseñar eimplementar un prototipo que lo apoye  y así poder evaluar y garantizar lacalidad de los datos manejados en las base de datos corporativas de laempresa este trabajo de investigación además de esta introducción  lasconclusiones y recomendaciones  consta de seis capítulos en el primercapítulo  se describen los conceptos básicos asociados a la calidad de losdatos  incluyendo dimensiones para el análisis y evaluación de la calidadde los mismos: un enfoque para el análisis de la calidad de los datosbasado en la analogía entre los principios de calidad de un ambiente demanufactura y los de un ambiente de sistemas de información  así comoherramientas y técnicas para el apoyo del enfoque  además se describen losmétodos estudiados para el análisis de la calidad de los datos planteadospor diferentes autores en el capítulo dos  se realiza un análisis de lasituación actual de la empresa  se describe el entorno e identificación dela misma y los antecedentes y justificaciones para este trabajo en elcapítulo tres se realiza un estudio/comparación de los métodos para elanálisis de la calidad de los datos en el capitulo cuatro se plantea elmétodo propuesto  sus objetivos y sus etapas en el capitulo cinco serealiza el diseño e implementación del prototipo  en el cual se describensus objetivos requerimientos y el diseño lógico y físico que llevaasociado en el sexto y último capítulo  se realiza la implementación delmétodo propuesto en una de las áreas de la empresa,datos calidad empresa trabajo análisis objetivos realiza base diferentes estudio/comparación estudio investigación métodos factibilidad capitulo calidadde compañía anónima capítulo así determinar diseño además lacalidad paso prototipo corporativos ambiente implementación información obtener existentes describen procedimientos enfoque propuesto caracas laempresa garantizar autores claves sepretende primercapítulo métodosplanteados dimensiones sexto antecedentes eficiente confiableprototipo que permita analizar y garantizar la calidad de los datosmanejados en una de las bases de datos corporativas de la ca electricidadde caracas,bases de datos
190,un sistema de bases de datos distribuida para una cadena de tiendas,este trabajo tiene por objetivo el desarrollo de un sistema de base dedatos distribuida para una cadena de tiendas (neutroni que permita laintegración de las áreas funcionales de la empresa  haciendo énfasis en lasventas  la producción y algunas funciones administrativas el desarrollo deesta aplicación se encuentra soportado en el uso de una metodologíadescendente para el diseño de la base de datos  sql server como sistemamanejador de base de datos  visual basic como lenguaje de programación dela aplicación y una red tcp/1 p para la comunicación de las distintasinstancias del sistema esta aplicación debe mantener actualizada lainformación de las distintas estaciones mediante mecanismos de replicacióny transacciones distribuidas  además de asegurar la integridad de la dataen cada nodo se describe en este teg los fundamentos teóricos de lametodología de diseño utilizada que sirve de base para la construcción dela aplicación  así como las características de los distintos programasutilizados para la implementación también se muestran ejemplos de lospasos seguidos para implementar la solución con el fin de ilustrar de formagráfica todo el proceso y contribuir así a un mayor entendimiento de losdistintos pasos realizados para la construcción,aplicación base dela así desarrollo diseño construcción sistema datos encuentra ilustrar distribuidas teóricos énfasis utilizada también administrativas solución fin muestran integridad ejemplos mantener metodologíadescendente server distintasinstancias actualizada además laintegración teg mecanismos replicacióny estaciones p lospasos producción red debe implementación cadena empresa transacciones realizados neutroni entendimiento sistemamanejador tiendasun sistema de bases de datos distribuida para una cadena de tiendas,bases de datos
191,verificación de restricciones de integridad globales en transaccionesanidadas distribuidas sobre un cluster de oracle9i,en este trabajo especial de grado se diseñó e implemento un ambientedistribuido experimental sobre un cluster con una plataforma de base dedatos basada en oracle9/ para la evaluación de la solución propuesta en[leo01] y verificar restricciones de integridad globales en sistemas quesoportan transacciones anidadas distribuidas la evaluación tuvo comoobjetivo medir el tiempo que consume el chequeo de una restricción globalen un sistema distribuido con el objeto de realizar esta medición sepropuso una arquitectura genérica del prototipo que fue proyectada enimplementaciones particulares en cada uno de los siete (7 experimentosdiseñados para la evaluación los experimentos estuvieron discriminados porla cantidad de nodos que participan (escenario y dentro de ellos por lanaturaleza de la transacción de actualización (caso en cada experimentose hicieron pruebas con diferentes cargas de trabajo  que variaron desde laactualización de 10000 al 1000000 de registros,evaluación trabajo grado transacciones consume ambientedistribuido verificar sistemas tiempo cluster diferentes distribuidas 1000000 quesoportan integridad lanaturaleza 10000 propuesta cantidad arquitectura proyectada distribuido experimentosdiseñados participan objeto comoobjetivo porla medición oracle9/ basada discriminados sepropuso 7 hicieron solución medir experimentos realizar especial cargas prototipo leo01 siete genérica base experimentose transacciónverificación de restricciones de integridad globales en transaccionesanidadas distribuidas sobre un cluster de oracle9i,bases de datos
192,experiencia en el desarrollo de sistemas de bases de datos distribuidashomogéneas basados en la web caso de estudio: agencias nacionales deempleo  venezuela,en este trabajo se presenta el análisis y desarrollo de un sistema de basede datos homogénea distribuida basado en la web el objetivo es eldesarrollo de una aplicación web conformada por una base de datosdistribuida e interfaces de usuario en html generadas dinámicamente  parasu utilización en el sistema nacional de agencias de empleo modelo ubicadasgeográficamente en diversas regiones del país el producto de estainvestigación sirve como apoyo para el desarrollo de un sistemas de basesde datos distribuidas en particular  la aplicación se utilizó paraimplantar una experiencia demostrativa del nuevo sistema de atención a lapoblación desempleada del ministerio del trabajo denominado sistema deinformación referencial (sir  el cual permite ofrecerles información yservicios para facilitar su reinserción en el mercado de trabajo elproceso de desarrollo utilizado se basa en el proceso de ingeniería desoftware orientado a objetos de jacobson (oose  apoyado en el lenguajeunificado de modelado (uml para visualizar y especificar cada uno de losmodelos que se generan en las diferentes etapas del desarrollo del sistemaen la construcción del sistema se combinan aspectos teóricos de sistemasdistribuidos  bases de datos distribuidas y aplicaciones web en su¡mptementación se utilizó el lenguaje java (java servlets para lageneración de páginas web dinámicas desde el servidor  html y hojas deestilo en cascada (css  cascade style sheet para las interfaces deusuario  javascript para la validación de los datos y para mejorar lainteracción sistemausuario  y el sistema manejador de bases de datosoracle8 para la creación y distribución de la base de datos,sistema datos web desarrollo trabajo distribuidas bases aplicación interfaces base java utilizó html desempleada combinan deusuario atención regiones apoyado sistemaen jacobson teóricos referencial presenta dinámicamente utilizado lapoblación nacional basesde análisis distribución datosdistribuida ingeniería lageneración dinámicas losmodelos generadas apoyo aspectos homogénea demostrativa etapas modelado uml basede javascript diversas páginas nuevoexperiencia en el desarrollo de sistemas de bases de datos distribuidashomogéneas basados en la web caso de estudio: agencias nacionales deempleo  venezuela,bases de datos
193,automatización del proceso de inscripción y control de notas de la cátedrade fisiología de la facultad de medicina de la universidad central devenezuela,el problema de investigación propuesto es ¿cuál es la aplicación quemejore y automatice el proceso de inscripción  control de notas y controlde asistencias del grupo de estudiantes de la cátedra de fisiología de bfacultad de medicina de la universidad central de venezuela?  como solucióntenemos que se logra desarrollar una aplicación que automatiza el conjuntode actividades que constituyen los procesos de inscripción  control denotas y asistencias  caso especiales  control de datos personales del grupode estudiantes de la cátedra de fisiología de la facultad de medicina de launiversidad central de venezuela se utiliza la metodología deinvestigación descriptiva para el desarrollo de la misma y se utilizan lastécnicas idefo  reingeniería de procesos de harbour  modelado por eventos yentidad/relación se obtiene un método de trabajo con el cual se logranelevados niveles de eficacia y eficiencia en el diserto de aplicaciones latécnica definición de integración para modelación de funciones idefo proporciona un medio para modelar completamente y consistentemente lasfunciones requeridas por una empresa y las relaciones funcionales y datosque soportan la integración de éstas funciones con la identificación deprocesos y la aplicación de la reingeniería de procesos de harbour  sepermite identificar y mejorar cualquier actividad o grupo de actividadesque pueden ser sometidas a técnicas de mejoramiento con la técnica demodelaje por eventos  se permite representar en forma gráfica la dinámicadel trabajo que se lleva a cabo en un proceso y con el modeloentidad/relación  se puede analizar  concebir y representar la estructuralógica de una base de datos se logra identificar con éxito los procesosexistentes en la cátedra con respecto a la manipulación de la informaciónse logra el mejoramiento de dichos procesos basado en un análisis de lasactividades identificadas y al aplicar la técnica de reingeniería deprocesos obteniendo asi el refinamiento deseado para los procesos se lograidentificar con éxito identificar las entidades de datos que se necesitanpara el manejo eficaz de la información los resultados logrados sonsatisfactorios  ya que pudo lograrse una mejoría total en la eficiencia delos procesos al automatizar las actividades de la cátedra  permitiendomanipular información relevante de la misma  su almacenamiento recuperación y comunicación al usuario la aplicación agiliza talesprocesos obteniéndose un manejo racional  efectivo y eficaz de lainformación,aplicación  proceso de inscripción  control de notas  control deasistencias,bases de datos
194,prototipo de sistema basado en agentes inteligentes para la identificaciÓnde especies del gÉnero panicum  familia de las gramÍneas,en venezuela  existen instituciones dedicadas a la promoción  fomento ydesarrollo de la investigación  educación e información botánica  entreellas: la fundación instituto botánico de venezuela (fibv  pilarfundamental del trabajo de investigación que realizan los docentes investigadores y estudiantes de botánica en nuestro país es por ello  quesurge la necesidad de clasificar y categorizar la información que ofrecen asus usuarios  almacenarla  mantenerla en el tiempo y hacerla disponiblepara satisfacer las necesidades de consulta que sirvan de apoyo a lainvestigación de quienes así lo requieran entre la información que manejay controla la fibv se encuentra la relativa a una de las familiasbotánicas más importantes y difundidas en el globo terrestre: lasgramíneas  de la cual se estima que hay 750 géneros y unas 10000 especiesen el mundo en venezuela existen 85 especies  siendo el género botánicomás numeroso en nuestro país el proceso de identificación de estasespecies  es de particular atención para la fibv ya que carecen de ladisponibilidad de expertos en el área de las gramíneas  para solventar esteproblema se propone llevar a cabo el desarrollo de un sistema basado enconocimiento  el cual es empleado actualmente  que realiza la búsqueda recuperación y despliegue de la información relacionada a 62 de las 85especies que constituyen el género panicum  familia de las gramíneas  elcual posee algunas limitaciones en relación a funcionalidad y tecnologíade allí  nace nuestra inquietud como investigadores en el área deinteligencia artificial y planteamos la siguiente pregunta deinvestigación: ¿cómo  realizar  de  manera  eficaz    eficiente   ordenaday  guiada  la  búsqueda  recuperación y despliegue de informaciónrelacionado con  conocimiento experto almacenado en un sistema basado enconocimiento con  la ayuda de agentes inteligentes? para responder estapregunta  se abarcó las bases teóricas del estudio del conocimiento y losagentes inteligentes  y dada la importancia que reviste el trabajo deinvestigación que realizan los docentes  investigadores y estudiantes debotánica que requieren información acerca del género panicum familia de lagramíneas y que dependen de la fundación instituto botánico de venezuelapara obtenerla  finalmente se plantea una solución basada en agentesinteligentes que apoye el sistema basado en conocimiento ya existente  parasolventar la falta de disponibilidad permanente de expertos en el área delas gramíneas para realizar el proceso de identificación de especies dedicho género y mejorar las carencias funcionales y tecnológicas del sistemaactual  lo cual es el fin del presente trabajo especial de grado:#desarrollar e implantar un prototipo de sistema basado en agentesinteligentes que permita realizar la búsqueda  recuperación y despliegue dela información relacionada con especies del género panicum  familia de lasgramíneas#,información género basado sistema recuperación despliegue conocimiento panicum venezuela búsqueda especies realizar gramíneas fibv trabajo investigadores familia área inteligentes deinvestigación expertos botánica fundación lasgramíneas agentesinteligentes enconocimiento docentes instituto relacionada realizan existen estudiantes país proceso investigación identificación botánico limitaciones atención deinteligencia venezuelapara inquietud constituyen numeroso debotánica hacerlaprototipo de sistema basado en agentes inteligentes para la identificaciÓnde especies del gÉnero panicum  familia de las gramÍneas,inteligencia artificial
195,diagnÓstico automatizado de afecciones oftalmolÓgicas a partir de imÁgenesdigitalizadas de la retina usando redes neuronales,el problema que se resuelve en este trabajo especial de grado es laautomatización de los diagnósticos médicos en el área oftalmológica específicamente en lo concerniente a afecciones retínales el diagnósticopuede por veces ser costoso y tardío  e inclusive en algunos casos llegar aser incorrecto  pues está asociado a este el factor humano la solución quese propone es un sistema que apoye al médico especialista en sudiagnóstico  o sea un sistema que emita un diagnóstico que en unos casoscorrobore la deducción del doctor  y ciertamente en otros casos alertesobre la posibilidad de la existencia de otra patología así se planteadesarrollar un sistema automatizado para reconocer y diagnosticarafecciones oftalmológicas a partir de imágenes de la retina humana mediante el uso de técnicas de inteligencia artificial las entradas delsistema serán imágenes digitalizadas de la retina que previamente seobtuvieron mediante un componente de hardware  las característicasfundamentales de la imagen se extrajeron mediante técnicas estadísticas yde procesamiento de imágenes  de esta manera una red neuronal emitirá undiagnóstico con base a la información sintetizada proveniente de la imagenpor otro lado la red neuronal será alimentada con informacióncomplementaria de relevancia como edad y lugar de nacimiento el estudiopropone un cambio en el proceso tradicional de diagnostico  incluyendo unpaso mas en él: #la consulta o verificación en el sistema automatizado# bien sea en busca de una corroboración del diagnóstico preliminar emitidopor el médico  o de un diagnóstico alterno el trabajo se desarrolla en doscapítulos: el primero se ocupa del marco conceptual  que abarca aspectosmédicos y estadísticos necesarios  así como la especificación de un métodopara elaborar la aplicación  y el segundo esboza como el método se puso enpráctica  para finalmente mostrar los resultados del estudio en cuestión,procesamiento de imágenes  reconocimiento de oftalmológicas  redesneuronales  imágenes digitalizadas  patrones  afecciones,inteligencia artificial
196,prototipo de un sistema basado en conocimiento  para la automatización delproceso de selección de personal académico universitario,se presenta en este trabajo el desarrollo de un prototipo de un sistemabasado en conocimiento (sbc  constituido por un conjunto de agentes  paraautomatizar el proceso de selección de personal académico del mas altonivel en las universidades públicas venezolanas el prototipo permiteminimizar los factores de riesgo y aporta insumos a la toma de decisionesde manera objetiva se considera el uso de commonkads como método dedesarrollo el modelo de agentes del prototipo  está constituido por unagente analista  el cual define los criterios a ser utilizados en laselección de los aspirantes  un agente seleccionador encargado de escogerelegibles de un conjunto de aspirantes  establecer puntos a entrevistasestructuradas  analizar y evaluar los test proyectivos aplicados específicamente el test de wartegg  (en esta tarea se analiza eltratamiento del tema  se evalúan aspectos formales y se interpretanresultados las actividades de estos agentes se basan en el conocimientoadquirido a partir de los expertos del área el cual es representado en elmodelo de conocimiento el prototipo implanta los procesos que facilitanlas operaciones del agente analista  en cuanto a la gestión de los perfilesde cargos  de las competencias y el mantenimiento  así como también laactualización  del registro de aspirantes,sistemas basados en conocimiento  commonkads  selección de personal  testde wartegg  agentes,inteligencia artificial
197,un sistema basado en agentes para la búsqueda y recomendaciónpersonalizada de recursos académicos en internet,se ha establecido como objetivo de esté trabajo especial de grado desarrollar un sistema para la búsqueda y recomendación de recursosacadémicos y científicos en internet referentes al área de la computación que se encuentre basado en tecnologías tales como: cliente/servidor aplicaciones con tecnología internet  inteligencia artificial  agentesinteligentes y sistemas basados en agente  con el fin de proporcionar unservido personalizado a un gran número de usuarios  que sea accesible desdecualquier lugar y se encuentre disponible en todo momento para eldesarrollo de esta herramienta se empleará la tecnología de agentesinteligentes y técnicas de inteligencia artificial con el fin de verificarlas ventajas que puede proporcionar este paradigma en cuanto al aprendizajede las preferencias e intereses de usuarios  a fin de prestar serviciopersonalizados de búsqueda  filtrado y recomendación de información se aplica la metodología commonkads a partir de la cuál se ha llevado acabo el análisis y diseño del sistema,fin encuentre usuarios artificial inteligencia recomendación internet tecnología búsqueda sistema proporcionar agentesinteligentes cuál grado personalizado tecnologías sistemas esté momento verificarlas desarrollar acabo filtrado prestar disponible serviciopersonalizados área cuanto tales empleará objetivo cliente/servidor computación aplicaciones commonkads basado lugar intereses especial aplica accesible desdecualquier información eldesarrollo recursosacadémicos técnicas llevadoun sistema basado en agentes para la búsqueda y recomendaciónpersonalizada de recursos académicos en internet,inteligencia artificial
198,webtrepan: sistema interpretador de modelos neuronales con interfaz web basado en el algoritmo de extracción de reglas trepan,las redes neuronales han sido utilizadas para resolver una gran variedadde problemas de clasificación y de regresión en diferentes dominios obteniéndose resultados favorables sin embargo  el conocimiento que sederiva del aprendizaje en estos modelos  se encuentra representado en unaforma difícil de entender e interpretar la herramienta computacional quese presenta busca apoyar el análisis y dotar a las redes neuronales de lacapacidad de explicación  por medio de un sistema interpretador queincorpora como núcleo el algoritmo de extracción de reglas trepan laaplicación ha sido concebida bajo una interfaz web guiada  que permite alos usuarios realizar la interpretación de una red neuronal entrenada según los datos que éste provea a través de la interfaz los resultadosobtenidos  derivados del algoritmo en forma de árboles de decisión  sonmostrados al usuario en una representación algebraica,redes neuronales  extracción de reglas  trepan  árboles de decisión aplicación web,inteligencia artificial
199,herramienta de minería de datos: prototipo del módulo para el desarrollo yaprendizaje de redes neuronales no supervisados y recurrentes,las redes neuronales han adquirido una gran importancia en los últimostiempos por sus buenos resultados y alto rendimiento en la resolución deproblemas complejos en diversos dominios  razón por la cual han proliferadoun conjunto de aplicaciones que permiten su construcción y modelado eneste trabajo especial de grado se presenta un prototipo de una herramientapara el desarrollo y aprendizaje de redes neuronales no supervisadas yrecurrentes  la cual está orientada tanto a usuarios expertos como anovatos esta herramienta computacional ofrece un conjunto defuncionalidades que permiten construir  entrenar e interrogar diferentestipos de redes neuronales  específicamente mapas autoorganizativos dekohonen (som  redes de aprendizaje de vectores de cuantificación (lvq yredes de hopfield discretas el objetivo es situar al usuario en elcontexto de las redes para que pueda modelar y resolver diferentesproblemas de manera intuitiva y sin necesidad de programarlas,redes neuronales  lvq  mapas autoorganizativos  hopfield  som,inteligencia artificial
